Ort,Provinz,Wert,Date,Periode,Price,Erhaltung,Issuer,Title
Unterhausen,Württemberg,1 Mk,oD,Notgeld von 1914,25.0,I,Carl Burkhardt," , , , entw."
Blaubeuren,Württemberg,2 Mk,oD,Großgeld 1918,10.0,I,Amtskörperschaft," , , , No KN durchgestrichen"
Blaubeuren,Württemberg,5 Mk,oD,Großgeld 1918,10.0,I,Amtskörperschaft," , , , No KN durchgestrichen"
Blaubeuren,Württemberg,20 Mk,oD,Großgeld 1918,10.0,I,Amtskörperschaft," , , , No KN durchgestrichen"
Geislingen,Württemberg,50 Mk,NoDate,Großgeld 1918,9.0,I,Amtskörperschaft," , , Nov. 18"
Heidenheim,Württemberg,5 Mk,NoDate,Großgeld 1918,25.0,I-,Stadt," , , Nov. 18, KN 3,6 mm ohne PSt"
Heidenheim,Württemberg,20 Mk,NoDate,Großgeld 1918,50.0,I,Stadt," , , Nov. 18, KN 3,6 mm mit PSt"
Heidenheim,Württemberg,20 Mk,NoDate,Großgeld 1918,22.0,I,Stadt," , , Nov. 18, ohne PSt"
Heilbronn,Württemberg,5 Mk,17.10.18,Großgeld 1918,8.0,I,Stadtgemeinde," , , , Pap. Dick, No KN, entwertet"
Heilbronn,Württemberg,20 Mk,12.10.18,Großgeld 1918,45.0,I,Stadtgemeinde," , , , Pap dick, KN schwarz, gelocht"
Heilbronn,Württemberg,50 Mk,17.10.18,Großgeld 1918,9.0,I-,Stadtgemeinde," , , , Pap dünn, № KN 8*, entwertet"
Maulbronn,Württemberg,10 Mk,31.12.18,Großgeld 1918,10.0,I,Amtskörperschaft," , , , KN schwarz, entw."
Maulbronn,Württemberg,10 Mk,31.12.18,Großgeld 1918,3.0,I,Amtskörperschaft," , , , KN rot, entwertet"
Maulbronn,Württemberg,5 Mk,31.12.18,Großgeld 1918,3.0,I,Amtskörperschaft," , , , KN rot, entwertet"
Neckarsulm,Württemberg,20 Mk,15.11.18,Großgeld 1918,12.0,I,Stadt," , , "
Reutlingen,Württemberg,10 Mk,1.11.18,Großgeld 1918,15.0,II,Stadt," , , , Wz. ineinandergestellte Kreise"
Reutlingen,Württemberg,10 Mk,1.11.18,Großgeld 1918,12.0,I-,Stadt," , , , St. ""wertlos"""
Schwäbisch Gmünd,Württemberg,10 Mk,oD,Großgeld 1918,25.0,I,Oberamtsstadt," , , , ohne KN"
Schwäbisch Gmünd,Württemberg,20 Mk,oD,Großgeld 1918,20.0,II+,Oberamtsstadt," , , "
Schwäbisch Gmünd,Württemberg,50 Mk,oD,Großgeld 1918,22.0,II,Oberamtsstadt," , , "
Schwäbisch Gmünd,Württemberg,50 Mk,oD,Großgeld 1918,30.0,I,Oberamtsstadt," , , , ohne KN"
Stuttgart,Württemberg,20 Mk,oD,Großgeld 1918,120.0,I,Stadt," , , , unentwertet"
Stuttgart,Württemberg,20 Mk,oD,Großgeld 1918,80.0,III,Stadt," , , , KN 3,5 mm., mit PSt"
Stuttgart,Württemberg,20 Mk,oD,Großgeld 1918,75.0,I,Stadt," , , , KN 3,5 mm., mit PSt, entwertet"
Stuttgart,Württemberg,20 Mk,oD,Großgeld 1918,70.0,I,Stadt," , , , ""Ungültig"" waagerecht gedruckt"
Stuttgart,Württemberg,50 Mk,oD,Großgeld 1918,180.0,I,Stadt," , , , ohne KN, Ohne PSt, ungültig"
Zuffenhausen,Württemberg,5 Mk,15.11.18,Großgeld 1918,80.0,I,Stadt," , , , KN rot"
Zuffenhausen,Württemberg,10 Mk,15.11.18,Großgeld 1918,120.0,I,Stadt," , , , KN rot"
Zuffenhausen,Württemberg,10 Mk,15.11.18,Großgeld 1918,100.0,I-,Stadt," , , , KN rot"
Zuffenhausen,Württemberg,20 Mk,15.11.18,Großgeld 1918,150.0,I-,Stadt," , , , KN rot"
Giengen,Württemberg,1000 Mk,2.2.23,Vorinflation 1922,160.0,I-,Margarete Steiff," , , , lochentwertet"
Giengen,Württemberg,500 T,17.8.23,Vorinflation 1922,110.0,I-,Margarete Steiff," , , "
Saulgau,Württemberg,1000 Mk,29.9.22,Vorinflation 1922,30.0,II,J. Bautz," , , "
Saulgau,Württemberg,1000 Mk,27.10.22,Vorinflation 1922,20.0,III+,NoIssuerInfo," , "
Saulgau,Württemberg,1000 Mk,31.10.23,Vorinflation 1922,22.0,II,NoIssuerInfo," , "
Saulgau,Württemberg,500 Mk,20.10.22,Vorinflation 1922,35.0,II-,Carl Platz," , , "
Schwäbisch Gmünd,Württemberg,500 Mk,26.9.22,Vorinflation 1922,120.0,II,Gatter & Schüle," , , , entwertet"
Stuttgart,Württemberg,1000 Mk,25.9.22,Vorinflation 1922,25.0,I,Stadt," , , ; KN blaugrau"
Stuttgart,Württemberg,500 Mk,25.9.22,Vorinflation 1922,18.0,II,Stadt," , , ; Udr. Braun"
Stuttgart,Württemberg,100 Mk,25.9.22,Vorinflation 1922,15.0,I,Stadt," , , ; Reihe 3"
Stuttgart,Württemberg,1000 Mk,25.9.22,Vorinflation 1922,70.0,III+,Stadt," , , ; Rundsiegel ohne seitliche Verzierung"
Welzheim,Württemberg,10 T,2.3.23,Vorinflation 1922,70.0,I-,Carl Hahn," , , , Datum gest."
Welzheim,Württemberg,20 T,24.2.23,Vorinflation 1922,70.0,I-,Carl Hahn," , , , Datum gest."
Stuttgart,Württemberg,1000 Mk,26.11.22,Vorinflation 1922,140.0,I-,Zentralleitung f. Wohltätigkeit," , , , Rs, ohne Gedicht, o.Wz."
Aalen,Württemberg,100 T,10.8.23,Hochinflation 1923,90.0,I,Riegerwerk AG," , , , i.V. kursiv mitgedruckt"
Aalen,Württemberg,100 T,10.8.23,Hochinflation 1923,75.0,II,Riegerwerk AG," , , , i.V. kursiv mitgedruckt"
Aalen,Württemberg,500 T,10.8.23,Hochinflation 1923,10.0,II,Riegerwerk AG," , , , No KN ohne Raster"
Stuttgart,Württemberg,1 Mio,13.8.23,Hochinflation 1923,6.0,III,Reichsbahndirektion," , , , R.1, KN 3,4 mm"
Stuttgart,Württemberg,5 Mio,NoDate,Hochinflation 1923,20.0,IV-,Reichsbahndirektion," , , Druck rotbraun, Reihe 1"
Stuttgart,Württemberg,5 Mio,NoDate,Hochinflation 1923,9.0,I-,Reichsbahndirektion," , , Druck schwarzbraun, R.2"
Stuttgart,Württemberg,5 Mio,NoDate,Hochinflation 1923,7.0,II-,Reichsbahndirektion," , , Druck schwarzbraun, R.2"
Stuttgart,Württemberg,1 Mrd,26.9.23,Hochinflation 1923,6.0,III,Reichsbahndirektion," , , "
Stuttgart,Württemberg,20 Mrd,19.10.23,Hochinflation 1923,10.0,II,Reichsbahndirektion," , , , Reihe 2"
Stuttgart,Württemberg,20 Mrd,19.10.23,Hochinflation 1923,8.0,III,Reichsbahndirektion," , , , Reihe 2"
Stuttgart,Württemberg,50 Mrd,23.10.23,Hochinflation 1923,18.0,II,Reichsbahndirektion," , , "
Stuttgart,Württemberg,50 Mrd,23.10.23,Hochinflation 1923,10.0,III,Reichsbahndirektion," , , "
Stuttgart,Württemberg,100 Mrd,23.10.23,Hochinflation 1923,8.0,III,Reichsbahndirektion," , , , Reihe 1"
Stuttgart,Württemberg,100 Mrd,23.10.23,Hochinflation 1923,10.0,III,Reichsbahndirektion," , , , Wz. Rundwaben, Reihe 2"
Stuttgart,Württemberg,500 Mrd,23.10.23,Hochinflation 1923,15.0,II,Reichsbahndirektion," , , , Reihe 1"
Stuttgart,Württemberg,500 Mrd,23.10.23,Hochinflation 1923,12.0,III,Reichsbahndirektion," , , , Reihe 1"
Stuttgart,Württemberg,500 Mrd,23.10.23,Hochinflation 1923,18.0,II-,Reichsbahndirektion," , , , Reihe 2"
Stuttgart,Württemberg,500 Mrd,23.10.23,Hochinflation 1923,15.0,III,Reichsbahndirektion," , , , Reihe 2"
Stuttgart,Württemberg,1 Bio,5.11.23,Hochinflation 1923,22.0,I-,Reichsbahndirektion," , , , Reihe 1"
Stuttgart,Württemberg,1 Bio,5.11.23,Hochinflation 1923,15.0,II,Reichsbahndirektion," , , , Reihe 1"
Stuttgart,Württemberg,5 Bio,9.11.23,Hochinflation 1923,15.0,I,Reichsbahndirektion," , , "
Stuttgart,Württemberg,5 Bio,9.11.23,Hochinflation 1923,13.0,I-,Reichsbahndirektion," , , "
Alpirsbach,Württemberg,1 Mio,23.8.23,Hochinflation 1923,60.0,III,Stadt," , , "
Alpirsbach,Württemberg,200 T,23.8.23,Hochinflation 1923,80.0,I-,Stadt," , , "
Alpirsbach,Württemberg,2 Mio,23.8.23,Hochinflation 1923,60.0,I-,Stadt," , , "
Alpirsbach,Württemberg,500 T,23.8.23,Hochinflation 1923,80.0,I-,Stadt," , , "
Alpirsbach,Württemberg,2 Mio,29.8.23,Hochinflation 1923,70.0,III,Stadt," , , "
Alpirsbach,Württemberg,20 Mio,24.9.23,Hochinflation 1923,90.0,III,Stadt," , , , o.Wz"
Alpirsbach,Württemberg,50 Mio,21.9.23,Hochinflation 1923,120.0,II,Bijouteriefabrik M. Beisse," , , , Drfa: ""THEODOR BESSLER"""
Alpirsbach,Württemberg,5 Mio,21.9.23,Hochinflation 1923,120.0,II,Bijouteriefabrik M. Beisse," , , , Drfa: ""THEODOR BESSLER"""
Alpirsbach,Württemberg,10 Mio,21.9.23,Hochinflation 1923,75.0,III,Bijouteriefabrik M. Beisse," , , "
Alpirsbach,Württemberg,2 Mio,21.9.23,Hochinflation 1923,90.0,I,Bijouteriefabrik M. Beisse," , , "
Alpirsbach,Württemberg,100 Mio,12.10.23,Hochinflation 1923,85.0,I-,Bijouteriefabrik M. Beisse," , , "
Alpirsbach,Württemberg,200 Mio,12.10.23,Hochinflation 1923,85.0,II,Bijouteriefabrik M. Beisse," , , "
Backnang,Württemberg,100 Mrd,13.9.23,Hochinflation 1923,45.0,III,Stadt," , , , ""L"""
Backnang,Württemberg,20 Mrd,13.9.23,Hochinflation 1923,40.0,III,Stadt," , , "
Backnang,Württemberg,1 Mio,5.8.23,Hochinflation 1923,90.0,III,Oberamtssparkasse," , , , Pap. o. Wz, glatt, blassgrün"
Backnang,Württemberg,1 Mio,5.8.23,Hochinflation 1923,90.0,III,Oberamtssparkasse," , , , Pap. blassviolett, glattes Papier mit Firmen-Wz."
Backnang,Württemberg,500 T,6.8.23,Hochinflation 1923,60.0,II,Oberamtssparkasse," , , "
Backnang,Württemberg,500 T,6.8.23,Hochinflation 1923,45.0,III,Oberamtssparkasse," , , "
Backnang,Württemberg,5 Mio,6.8.23,Hochinflation 1923,60.0,II-,Oberamtssparkasse," , , "
Backnang,Württemberg,20 Mio,22.9.23,Hochinflation 1923,95.0,II-,Oberamtssparkasse," , , "
Backnang,Württemberg,50 Mrd,26.10.23,Hochinflation 1923,45.0,II-,Oberamtssparkasse," , , , dunkelbraun"
Baienfurt,Württemberg,1 Mio,15.9.23,Hochinflation 1923,40.0,III,METEOR," , , "
Baienfurt,Württemberg,2 Mio,15.9.23,Hochinflation 1923,90.0,II,METEOR," , , "
Baienfurt,Württemberg,5 Mio,15.9.23,Hochinflation 1923,45.0,II+,METEOR," , , "
Baienfurt,Württemberg,1 Mio,17.9.23,Hochinflation 1923,45.0,III,METEOR," , , "
Baienfurt,Württemberg,5 Mio,17.9.23,Hochinflation 1923,40.0,III,METEOR," , , "
Baienfurt,Württemberg,1 Mio,22.9.23,Hochinflation 1923,40.0,III+,METEOR," , , "
Baienfurt,Württemberg,2 Mio,22.9.23,Hochinflation 1923,40.0,III,METEOR," , , "
Baienfurt,Württemberg,5 Mio,22.9.23,Hochinflation 1923,40.0,II-,METEOR," , , ; Datum gestempelt"
Baienfurt,Württemberg,5 Mio,22.9.23,Hochinflation 1923,45.0,III,METEOR," , , , Datum hdschr,"
Baienfurt,Württemberg,1 Mio,29.9.23,Hochinflation 1923,40.0,II,METEOR," , , "
Baienfurt,Württemberg,2 Mio,29.9.23,Hochinflation 1923,50.0,I-,METEOR," , , "
Baienfurt,Württemberg,5 Mio,29.9.23,Hochinflation 1923,45.0,II,METEOR," , , ; St.: Bezahlt"
Baienfurt,Württemberg,1 Mio,6.10.23,Hochinflation 1923,45.0,I-,METEOR," , , "
Baienfurt,Württemberg,2 Mio,6.10.23,Hochinflation 1923,45.0,II,METEOR," , , "
Balingen,Württemberg,5 Mio,19.9.23,Hochinflation 1923,8.0,I,Oberamtsstadt," , , , Udr. graulila, Wz Rheinische Wellen"
Biberach,Württemberg,100 Mrd,5.11.23,Hochinflation 1923,35.0,II-,Franz Jauch," , , , Wellenrahmen nach innen, entwertet"
Biberach,Württemberg,100 Mrd,5.11.23,Hochinflation 1923,35.0,III,Franz Jauch," , , , Wellenrahmen nach außen"
Biberach,Württemberg,50Mrd,5.11.23,Hochinflation 1923,30.0,III+,Franz Jauch," , , ; Wellenrahmen nach außen"
Biberach,Württemberg,50 Mrd,5.11.23,Hochinflation 1923,40.0,II+,Franz Jauch," , , , Wellenrahmen nach innen"
Biberach,Württemberg,50 Mrd,5.11.23,Hochinflation 1923,30.0,III+,Franz Jauch," , , , Wellenrahmen nach innen"
Bietigheim,Württemberg,50 Mrd,26.10.23,Hochinflation 1923,30.0,III,Stadt," , , "
Bietigheim,Württemberg,5 Mrd,26.10.23,Hochinflation 1923,30.0,III,Stadt," , , "
Blaubeuren,Württemberg,1 Mio,31.10.23,Hochinflation 1923,8.0,II,Stadt," , , oD - , o. Wz"
Blaubeuren,Württemberg,1 Mio,31.10.23,Hochinflation 1923,12.0,I,Stadt," , , oD - , o. Wz"
Blaubeuren,Württemberg,500 T,31.10.23,Hochinflation 1923,8.0,I-,Stadt," , , oD - , o. Wz"
Böckingen,Württemberg,100 Mrd,25.10.23,Hochinflation 1923,12.0,I-,Stadtgemeinde," , , , Rs. kopfstehend, Wz. Hakenmäander"
Böckingen,Württemberg,1 Bio,25.10.23,Hochinflation 1923,30.0,I-,Stadtgemeinde," , , , Rs. kopfstehend, Wz. Hakenmäander"
Böckingen,Württemberg,20 Mrd,25.10.23,Hochinflation 1923,12.0,II,Stadtgemeinde," , , , Rs. kopfstehend"
Böckingen,Württemberg,500 Mrd,25.10.23,Hochinflation 1923,20.0,II,Stadtgemeinde," , , , Rs. kopfstehend, Wz. Hakenmäander"
Bönnigheim,Württemberg,100 T,8.8.23,Hochinflation 1923,120.0,II-,Gewerbebank," , , "
Bönnigheim,Württemberg,1 Mio,8.8.23,Hochinflation 1923,120.0,II,Gewerbebank," , , "
Bönnigheim,Württemberg,300 T,8.8.23,Hochinflation 1923,120.0,I,Gewerbebank," , , "
Bönnigheim,Württemberg,500 T,8.8.23,Hochinflation 1923,120.0,II-,Gewerbebank," , , "
Bönnigheim,Württemberg,1 Mio,3.9.23,Hochinflation 1923,120.0,II+,Amann & Söhne," , , , KSch auf Gewerbebank"
Bönnigheim,Württemberg,1 Mio,5.9.23,Hochinflation 1923,120.0,II+,Amann & Söhne," , , , KSch auf Gewerbebank"
Brackenheim,Württemberg,5 Mrd,29.10.23,Hochinflation 1923,80.0,III,Amtskörperschaft," , , "
Buchau,Württemberg,100 T,3.8.23,Hochinflation 1923,180.0,III,Trikotfabrik Hermann Moos," , , ; Pap wasserliniert"
Buchau,Württemberg,10 Mio,19.9.23,Hochinflation 1923,180.0,II+,Trikotfabrik Hermann Moos," , , "
Buchau,Württemberg,10 Mrd,2.11.23,Hochinflation 1923,220.0,III+,Trikotfabrik Hermann Moos," , , ; ohne Wz.!"
Burgrieden,Württemberg,100 T,15.8.23,Hochinflation 1923,45.0,I,Steiger," , , , Lit A"
Burgrieden,Württemberg,1 Mio,15.8.23,Hochinflation 1923,40.0,III,Steiger," , , , Lit D"
Burgrieden,Württemberg,250 T,15.8.23,Hochinflation 1923,40.0,III,Steiger," , , , Lit B"
Burgrieden,Württemberg,500 T,15.8.23,Hochinflation 1923,40.0,III,Steiger," , , , Lit C"
Burgrieden,Württemberg,20 Mrd,25.10.23,Hochinflation 1923,60.0,I-,Steiger," , , "
Calw,Württemberg,1 Mio,10.8.23,Hochinflation 1923,60.0,III+,Stadtgemeinde," , , "
Calw,Württemberg,1 Mio,20.8.23,Hochinflation 1923,20.0,II-,Stadtgemeinde," , , , Serie B"
Calw,Württemberg,10 Mio,1.9.23,Hochinflation 1923,60.0,II,Stadtgemeinde," , , ; Serie D"
Calw,Württemberg,2 Mrd,22.10.23,Hochinflation 1923,80.0,II+,Stadtgemeinde," , , "
Calw,Württemberg,20 Mrd,25.10.23,Hochinflation 1923,45.0,III,Stadtgemeinde," , , "
Calw,Württemberg,10 Mrd,26.10.23,Hochinflation 1923,60.0,III-,Oberamtssparkasse," , , "
Calw,Württemberg,50 Mrd,26.10.23,Hochinflation 1923,80.0,II+,Oberamtssparkasse," , , "
Dornstetten,Württemberg,1 Bio,27.10.23,Hochinflation 1923,70.0,III,Stadtgemeinde," , , , o. Wz."
Dornstetten,Württemberg,200 Mrd,27.10.23,Hochinflation 1923,80.0,III,Stadtgemeinde," , , , o. Wz."
Dürren,Württemberg,1 Mio,7.9.23,Hochinflation 1923,45.0,III,Vereinigte Käsereien," , , "
Dürren,Württemberg,10 Mio,8.9.23,Hochinflation 1923,45.0,III+,Vereinigte Käsereien," , , "
Dürren,Württemberg,10 Mio,12.9.23,Hochinflation 1923,60.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,20 Mio,12.9.23,Hochinflation 1923,40.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,5 Mio,12.9.23,Hochinflation 1923,45.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,1 Mio,13.9.23,Hochinflation 1923,45.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,20 Mio,13.9.23,Hochinflation 1923,40.0,III+,Vereinigte Käsereien," , , "
Dürren,Württemberg,5 Mio,13.9.23,Hochinflation 1923,45.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,20 Mio,20.9.23,Hochinflation 1923,75.0,III,Vereinigte Käsereien," , , "
Dürren,Württemberg,5 Mio,20.9.23,Hochinflation 1923,40.0,III,Vereinigte Käsereien," , , "
Dürren,Württemberg,20 Mio,22.9.23,Hochinflation 1923,45.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,5 Mio,22.9.23,Hochinflation 1923,50.0,II,Vereinigte Käsereien," , , "
Dürren,Württemberg,10 Mio,27.9.23,Hochinflation 1923,45.0,I-,Vereinigte Käsereien," , , "
Dürren,Württemberg,20 Mio,29.9.23,Hochinflation 1923,45.0,I-,Vereinigte Käsereien," , , "
Dürren,Württemberg,20Mio,1.10.23,Hochinflation 1923,45.0,II+,Vereinigte Käsereien," , , "
Dürren,Württemberg,20 Mio,2.10.23,Hochinflation 1923,45.0,I-,Vereinigte Käsereien," , , "
Dürren,Württemberg,5 Mio,2.10.23,Hochinflation 1923,45.0,II+,Vereinigte Käsereien," , , "
Erbach,Württemberg,1 Bio,20.11.23,Hochinflation 1923,50.0,I-,Gemeinde," , , ; St. 1 ohne ""a.D."""
Erbach,Württemberg,1 Bio,22.11.23,Hochinflation 1923,50.0,I-,Gemeinde," , , ; St. 1 ohne ""a.D."""
Erbach,Württemberg,1 Bio,22.11.23,Hochinflation 1923,40.0,II,Gemeinde," , , ; St. 1 ohne ""a.D."""
Erbach,Württemberg,1 Bio,18.11.23,Hochinflation 1923,35.0,I-,Gemeinde," , , "
Erbach,Württemberg,1 Bio,17.11.23,Hochinflation 1923,40.0,II,Gemeinde," , , ; St. 2 ohne ""a.D."""
Eßlingen,Württemberg,500 T,27.8.23,Hochinflation 1923,8.0,I-,Stadt," , , "
Eßlingen,Württemberg,2 Mrd,oD,Hochinflation 1923,30.0,I,Stadt," , , , Üdr a. 50 Pf. v. 1917"
Eßlingen,Württemberg,1 Bio,7.11.23,Hochinflation 1923,25.0,III,Stadt," , , , KN 4,4 mm"
Feuerbach,Württemberg,20 Mrd,26.10.23,Hochinflation 1923,30.0,I,Stadt," , , "
Feuerbach,Württemberg,2 Mrd,26.10.23,Hochinflation 1923,25.0,I-,Stadt," , , , D 1,"
Feuerbach,Württemberg,50 Mrd,26.10.23,Hochinflation 1923,35.0,I,Stadt," , , "
Feuerbach,Württemberg,5 Mrd,26.10.23,Hochinflation 1923,25.0,II+,Stadt," , , "
Feuerbach,Württemberg,100 Mrd,1.11.23,Hochinflation 1923,60.0,I,Stadt," , , "
Feuerbach,Württemberg,20 Mrd,1.11.23,Hochinflation 1923,60.0,I,Stadt," , , "
Feuerbach,Württemberg,5 Mrd,1.11.23,Hochinflation 1923,60.0,I,Stadt," , , "
Feuerbach,Württemberg,50 Mrd,1.11.23,Hochinflation 1923,120.0,I-,Stadt," , , , KN 6*l"
Feuerbach,Württemberg,50 Mrd,1.11.23,Hochinflation 1923,160.0,I-,Stadt," , , , KN 6*s"
Freudenstadt/Baiersbonn,Württemberg,5 Bio,NoDate,Hochinflation 1923,80.0,I,Städte," , , Nov. 23, entwertet"
Friedrichshafen,Württemberg,100 Mrd,10.10.23,Hochinflation 1923,45.0,I,Stadt," , , , ohne Dfa., Rs. mit Udr"
Geislingen,Württemberg,20 Mrd,26.10.23,Hochinflation 1923,15.0,II,Stadt," , , , Bild nach rechts, entwertet"
Geislingen,Württemberg,1 Bio,14.11.23,Hochinflation 1923,60.0,II-,Stadt," , , , ""den Betrag von"", entwertet"
Geislingen,Württemberg,10 Mrd,26.10.23,Hochinflation 1923,30.0,I-,Gewerbebank," , , "
Geislingen,Württemberg,100 T,4.8.23,Hochinflation 1923,120.0,III,Metallwarenfabrik," , , "
Geislingen,Württemberg,500 T,4.8.23,Hochinflation 1923,150.0,II,Metallwarenfabrik," , , "
Geislingen,Württemberg,1 Bio,20.10.23,Hochinflation 1923,140.0,I,Oberamtssparkasse," , , "
Gerabronn,Württemberg,20 Mrd,27.10.23,Hochinflation 1923,22.0,II,Oberamtssparkasse," , , "
Gerabronn,Württemberg,50 Mrd,27.10.23,Hochinflation 1923,25.0,I-,Oberamtssparkasse," , , "
Gerabronn,Württemberg,100 Mrd,10.11.23,Hochinflation 1923,25.0,I-,Oberamtssparkasse," , , "
Gerstetten,Württemberg,100 Mrd,15.11.23,Hochinflation 1923,45.0,I-,Gemeinde," , , "
Gerstetten,Württemberg,1 Bio,15.11.23,Hochinflation 1923,60.0,II,Gemeinde," , , "
Gerstetten,Württemberg,500 Mrd,15.11.23,Hochinflation 1923,35.0,II,Gemeinde," , , "
Giengen,Württemberg,500 Mrd,25.10.23,Hochinflation 1923,35.0,I,Stadt," , , , ""5"" 8 mm, ""0"" 5 mm"
Giengen,Württemberg,2 Mio,24.8.23,Hochinflation 1923,120.0,II+,Margarete Steiff," , , "
