Ort,Provinz,Wert,Date,Periode,Price,Erhaltung,Issuer,Title
Giengen,Württemberg,1 Mio,28.8.23,Hochinflation 1923,120.0,II,Margarete Steiff," , , "
Giengen,Württemberg,20 Mrd,3.11.23,Hochinflation 1923,120.0,III,Margarete Steiff," , , "
Göppingen,Württemberg,2 Mio,23.8.23,Hochinflation 1923,4.0,III,Amtskörperschaft," , , , ""2 Millionen"""
Göppingen,Württemberg,2 Mio,23.8.23,Hochinflation 1923,6.0,IV,Amtskörperschaft," , , , ""2 Millionen Mark"""
Göppingen,Württemberg,5 Mio,31.8.23,Hochinflation 1923,5.0,III,Amtskörperschaft," , , "
Göppingen,Württemberg,1 Mio,12.9.23,Hochinflation 1923,5.0,III,Amtskörperschaft," , , , Rs. Druck schwarz"
Hechingen u. Haigerloch,Württemberg,500 T,oD,Hochinflation 1923,30.0,III,Amtsverbände," , , , Wz Bandwerk"
Heidenheim,Württemberg,50 Mio,29.9.23,Hochinflation 1923,200.0,III-,Stadt," , , "
Heidenhein,Württemberg,1 Bio,oD,Hochinflation 1923,80.0,I,NoIssuerInfo," , , Strich-Punkt-Strich"
Heidenhein,Württemberg,2 Bio,oD,Hochinflation 1923,60.0,I,NoIssuerInfo," , , Strich"
Heidenheim,Württemberg,200 T,10.8.23,Hochinflation 1923,85.0,I-,Paul Hartmann," , , "
Heidenheim,Württemberg,2 Mio,oD,Hochinflation 1923,65.0,I-,Paul Hartmann," , , , mit Us"
Heidenheim,Württemberg,1 Mio,oD,Hochinflation 1923,45.0,I-,Paul Hartmann," , , "
Heidenheim,Württemberg,2 Mrd,oD,Hochinflation 1923,45.0,I-,Paul Hartmann," , , , ohne Us"
Heidenheim,Württemberg,10 Mrd,14.11.23,Hochinflation 1923,75.0,I,Paul Hartmann," , , , fleckig, sonst"
Heidenheim,Württemberg,10 Mrd,oD,Hochinflation 1923,45.0,I-,Paul Hartmann," , , , blanko"
Heidenheim,Württemberg,5 Mrd,14.11.23,Hochinflation 1923,120.0,I,Paul Hartmann," , , "
Heidenheim,Württemberg,5 Mrd,oD,Hochinflation 1923,45.0,I-,Paul Hartmann," , , , blanko"
Heidenheim,Württemberg,200 T,NoDate,Hochinflation 1923,50.0,III+,J.M.VOITH," , , Sept. 23, ohne KN, ohne Tag"
Heidenheim,Württemberg,10 Mrd,oD,Hochinflation 1923,60.0,III-,J.M.VOITH," , , , ohne KN, ungültig"
Herbrechtingen,Württemberg,1 Bio,26.10.23,Hochinflation 1923,75.0,II+,Gemeinde," , , "
Herbrechtingen,Württemberg,1 Bio,26.10.23,Hochinflation 1923,65.0,III,Gemeinde," , , "
Herbrechtingen,Württemberg,500 Mrd,26.10.23,Hochinflation 1923,40.0,II+,Gemeinde," , , , Rs. nur Schwarzdruck"
Herrenberg,Württemberg,500 T,20.8.23,Hochinflation 1923,45.0,III,Stadt," , , "
Herrenberg,Württemberg,20 Mrd,3.11.23,Hochinflation 1923,50.0,II,Stadt," , , "
Herrenberg,Württemberg,50 Mrd,3.11.23,Hochinflation 1923,50.0,II,Stadt," , , "
Herrenberg,Württemberg,100 Mrd,12.11.23,Hochinflation 1923,50.0,II-,Stadt," , , "
Herrenberg,Württemberg,500 Mrd,12.11.23,Hochinflation 1923,55.0,II-,Stadt," , , "
Kirchheim-Teck,Württemberg,100 T,14.8.23,Hochinflation 1923,7.0,III,Amtskörperschaft," , , "
Kirchheim-Teck,Württemberg,500 T,14.8.23,Hochinflation 1923,7.0,III,Amtskörperschaft," , , "
Kirchheim-Teck,Württemberg,5 Mrd,30.10.23,Hochinflation 1923,65.0,II+,Amtskörperschaft," , , , FUS. Nestel 14 mm"
Kirchheim-Teck,Württemberg,3 Mio,28.8.23,Hochinflation 1923,75.0,III,Kolb & Schüle," , , "
Korntal,Württemberg,10 Mio,12.9.23,Hochinflation 1923,25.0,II+,Gemeinde," , , "
Korntal,Württemberg,10 Mio,12.9.23,Hochinflation 1923,28.0,I,Gemeinde," , , "
Korntal,Württemberg,5 Mio,12.9.23,Hochinflation 1923,28.0,I,Gemeinde," , , "
Kuchen,Württemberg,500 T,20.8.23,Hochinflation 1923,75.0,III,Süddeutsche Baumwoll-Industrie," , , , entwertet"
Künzelsau,Württemberg,20 Mio,20.8.23,Hochinflation 1923,30.0,III+,Oberamtssparkasse," , , . Reihe G"
Künzelsau,Württemberg,3 Mio,20.8.23,Hochinflation 1923,30.0,II-,Oberamtssparkasse," , , , Reihe E"
Künzelsau,Württemberg,5 Mio,20.8.23,Hochinflation 1923,30.0,II,Oberamtssparkasse," , , , Reihe F"
Künzelsau,Württemberg,2 Mio,20.8.23,Hochinflation 1923,35.0,III+,Oberamtssparkasse," , , , WZ braun"
Lauffen,Württemberg,1 Bio,1.10.23,Hochinflation 1923,50.0,I-,Stadt," , , "
Laupheim,Württemberg,100 T,4.8.23,Hochinflation 1923,25.0,I-,A O K," , , , WZ 3,5 mm, RSt"
Lauterbach,Württemberg,200 Mio,3.10.23,Hochinflation 1923,85.0,III,Flaig," , , ; Drfa,. 31 mm"
Lauterbach,Württemberg,200 Mio,6.10.23,Hochinflation 1923,45.0,IV,Flaig," , , , Dfa. 43 mm"
Lauterbach,Württemberg,500 Mio,10.10.23,Hochinflation 1923,60.0,III,Flaig," , , "
Lauterbach,Württemberg,10 Mrd,23.10.23,Hochinflation 1923,65.0,II,Flaig," , , "
Lauterbach,Württemberg,5 Mrd,23.10.23,Hochinflation 1923,60.0,III+,Flaig," , , "
Lauterbach,Württemberg,500 Mrd,8.11.13,Hochinflation 1923,70.0,III,Flaig," , , "
Lauterbach,Württemberg,100 Mrd,13.11.23,Hochinflation 1923,55.0,III,Flaig," , , "
Lauterbach,Württemberg,300 Mrd,13.11.23,Hochinflation 1923,65.0,II,Flaig," , , "
Lauterbach,Württemberg,1 Bio,15.11.23,Hochinflation 1923,120.0,I-,Flaig," , , "
Leutkirch,Württemberg,1 Bio,20.8.23,Hochinflation 1923,30.0,III-,Amtskörperschaft," , , ; ""B"""
Leutkirch,Württemberg,100 T,21.8.23,Hochinflation 1923,9.0,I,Oberamtsstadt," , , ,"
Leutkirch,Württemberg,1 Bio,21.8.23,Hochinflation 1923,50.0,I-,Oberamtsstadt," , , "
Leutkirch,Württemberg,1 Bio,21.8.23,Hochinflation 1923,35.0,III,Oberamtsstadt," , , "
Leutkirch,Württemberg,500 Mrd,21.8.23,Hochinflation 1923,45.0,I-,Oberamtsstadt," , , , Rahmen li obern ohne ""Quadrat"""
Leutkirch,Württemberg,5 Bio,21.8.23,Hochinflation 1923,60.0,I-,Oberamtsstadt," , , "
Leutkirch,Württemberg,5 Bio,21.8.23,Hochinflation 1923,40.0,III,Oberamtsstadt," , , "
Ludwigsburg,Württemberg,5 Mrd,1.10.23,Hochinflation 1923,35.0,III+,Stadtgemeinde," , , , Wz Achteckfliesen"
Marbach,Württemberg,20 Mrd,1.11.23,Hochinflation 1923,30.0,I-,Stadtgemeinde," , , "
Marbach,Württemberg,10 Mio,23.8.23,Hochinflation 1923,45.0,II,Marbacher Bank," , , "
Marbach,Württemberg,10 Mio,23.8.23,Hochinflation 1923,35.0,II-,Marbacher Bank," , , "
Marbach,Württemberg,1 Mio,23.8.23,Hochinflation 1923,35.0,II-,Marbacher Bank," , , "
Marbach,Württemberg,20 Mio,23.8.23,Hochinflation 1923,35.0,II,Marbacher Bank," , , "
Marbach,Württemberg,50 Mio,15.8.23,Hochinflation 1923,55.0,II-,Oberamtssparkasse," , , "
Mengen,Württemberg,1 Bio,21.11.23,Hochinflation 1923,30.0,III-,Stadtgemeinde," , , , Udr gelb; KN 6 mm"
Mergentheim,Württemberg,500 Mio,21.8.23,Hochinflation 1923,25.0,III+,Bad," , Oberamtsstadt, , , Reihe IX"
Metzingen,Württemberg,100 T,17.8.23,Hochinflation 1923,12.0,III,Stadtgemeinde," , , , Rs. Stpl. ohne Innenkreis"
Munderkingen,Württemberg,10 Mrd,1.11.23,Hochinflation 1923,45.0,III,Stadt," , , ; Rs. Bild rotbraun"
Munderkingen,Württemberg,10 Mrd,1.11.23,Hochinflation 1923,35.0,III,Stadt," , , ; Rs. Bild olivgrün"
Munderkingen,Württemberg,500 Mrd,13.11.23,Hochinflation 1923,75.0,III,Stadt," , , "
Murrhardt,Württemberg,1 Bio,24.10.23,Hochinflation 1923,45.0,I,Stadt," , , "
Murrhardt,Württemberg,10 Mrd,3.11.23,Hochinflation 1923,120.0,I,Stadt," , , ,"
Murrhardt,Württemberg,10 Mrd,29.10.23,Hochinflation 1923,160.0,II-,Heinrich Wieland," , , "
Murrhardt,Württemberg,500 Mio,25.10.23,Hochinflation 1923,120.0,II,H.Hansteiner," , , "
Murrhardt,Württemberg,5 Mrd,1.11.23,Hochinflation 1923,150.0,II+,H.Hansteiner," , , "
Murrhardt,Württemberg,10 Mrd,2.11.23,Hochinflation 1923,120.0,II,Waagenfabrik Gebrüder Söhnle," , , "
Murrhardt,Württemberg,500 Mio,20.10.23,Hochinflation 1923,120.0,II,Waagenfabrik Gebrüder Söhnle," , , "
Murrhardt,Württemberg,500 Mio,oD,Hochinflation 1923,120.0,III,Waagenfabrik Gebrüder Söhnle," , , "
Murrhardt,Württemberg,5 Mrd,23.10.23,Hochinflation 1923,120.0,III,Waagenfabrik Gebrüder Söhnle," , , "
Murrhardt,Württemberg,5 Mrd,2.11.23,Hochinflation 1923,120.0,III,Waagenfabrik Gebrüder Söhnle," , , "
Murrhardt,Württemberg,5 Mrd,3.11.23,Hochinflation 1923,150.0,II,G. Schlipf," , , "
Murrhardt,Württemberg,10 Mrd,27.10.23,Hochinflation 1923,120.0,III,Louis Schweizer," , , "
Murrhardt,Württemberg,1 Mrd,22.10.23,Hochinflation 1923,120.0,I-,Louis Schweizer," , , "
Murrhardt,Württemberg,1 Mrd,29.10.23,Hochinflation 1923,120.0,III,Louis Schweizer," , , "
Murrhardt,Württemberg,500 Mio,20.10.23,Hochinflation 1923,120.0,I-,Louis Schweizer," , , "
Murrhardt,Württemberg,500 Mio,oD,Hochinflation 1923,150.0,II-,Louis Schweizer," , , "
Murrhardt,Württemberg,5 Mrd,27.10.23,Hochinflation 1923,120.0,I-,Louis Schweizer," , , "
Murrhardt,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,120.0,II,Louis Schweizer," , , "
Murrhardt,Württemberg,1 Mrd,23.10.23,Hochinflation 1923,120.0,III,Württ. Tackes- & Drahtstiftenfabrik," , , "
Nagold,Württemberg,20 Mio,19.9.23,Hochinflation 1923,50.0,III+,Stadtgemeinde," , , "
Nagold,Württemberg,50 Mio,19.9.23,Hochinflation 1923,65.0,II,Stadtgemeinde," , , "
Nagold,Württemberg,20 Mrd,20.10.23,Hochinflation 1923,80.0,III,Stadtgemeinde," , , "
Neresheim,Württemberg,10 Mio,28.9.23,Hochinflation 1923,40.0,II-,Oberamtssparkasse," , , "
Nürtingen,Württemberg,1 Mio,18.8.23,Hochinflation 1923,25.0,II,Stadtgemeinde," , , , Vs. unten rechts ""Rückseite)."", KN 6 mm"
Nürtingen,Württemberg,1 Mio,18.8.23,Hochinflation 1923,30.0,I-,Stadtgemeinde," , , , Vs. unten rechts ""Rückseite)."", KN 4,5 mm"
Nürtingen,Württemberg,200 T,18.8.23,Hochinflation 1923,30.0,III,Stadtgemeinde," , , , Vs. unten rechts ""Rückseite.)"""
Nürtingen,Württemberg,500 T,18.8.23,Hochinflation 1923,20.0,III,Stadtgemeinde," , , , Vs. unten rechts ""Rückseite.)"", KN 4,5 mm"
Nürtingen,Württemberg,100 T,20.8.23,Hochinflation 1923,150.0,II-,"Franz Entress!)""§"," , , "
Obereßlingen,Württemberg,1 Mio,28.8.23,Hochinflation 1923,140.0,I,"Werkzeugmaschinenfabrik ""INDEX"""," , , "
Obereßlingen,Württemberg,2 Mio,28.8.23,Hochinflation 1923,140.0,I,"Werkzeugmaschinenfabrik ""INDEX"""," , , "
"Oberndorf, Rottweil, …",Württemberg,20 Mrd,25.10.23,Hochinflation 1923,18.0,II,Rottweil," , …, Amtskörperschaften, , , KN *l"
Oberndorf,Württemberg,20 Mrd,25.10.23,Hochinflation 1923,18.0,I-,Amtskörperschaften," , , , KN *l"
"Oberndorf, Rottweil, …",Württemberg,10 Mrd,25.10.23,Hochinflation 1923,35.0,I,Rottweil," , …, , , Wz. Bandwerk, № KN 4 mm"
"Oberndorf, Rottweil, …",Württemberg,50 Mrd,25.10.23,Hochinflation 1923,30.0,III,Rottweil," , …, Amtskörperschaften, , , Wz. Bandwerk"
"Oberndorf, Rottweil, …",Württemberg,50 Mrd,25.10.23,Hochinflation 1923,60.0,II,Rottweil," , …, , , Wz. Bandwerk"
"Oberndorf, Rottweil, …",Württemberg,50 Mrd,25.10.23,Hochinflation 1923,65.0,III,Rottweil," , …, , , Wz. ineinander gestellte Kreuze"
Ochsenhausen,Württemberg,5 Mrd,27.10.23,Hochinflation 1923,25.0,II,Gemeinde," , , "
Ochsenhausen,Württemberg,100 Mrd,17.11.23,Hochinflation 1923,25.0,III,Gemeinde," , , "
Öhringen,Württemberg,100 T,16.8.23,Hochinflation 1923,35.0,III,Bank für Gewerbe," , , , Datum gestempelt"
Öhringen,Württemberg,100 T,14.8.23,Hochinflation 1923,25.0,II-,Bank für Gewerbe," , , , Datum gedruckt"
Öhringen,Württemberg,100 Mio,5.10.23,Hochinflation 1923,25.0,II-,Bank für Gewerbe," , , , Datum gedruckt"
Öhringen,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,30.0,II-,Bank für Gewerbe," , , , Datum gedruckt"
Öhringen,Württemberg,100 T,14.8.23,Hochinflation 1923,45.0,II,Bank für Gewerbe," , , "
Öhringen,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,35.0,II,Hohenlohebank AG," , , , ohne Ort"
Öhringen,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,40.0,III,Hohenlohebank AG," , , , Filiale Neuenstadt"
Öhringen,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,35.0,I-,Hohenlohebank AG," , , , Filiale Weinsberg"
Öhringen,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,40.0,II,Karosseriewerk Weinsberg," , , "
Pfullingen,Württemberg,500 T,15.8.23,Hochinflation 1923,6.0,III,Stadt," , , , Reihe B, KN 4,5 mm eng"
Pfullingen,Württemberg,1 Mio,NoDate,Hochinflation 1923,280.0,III,Burkhardt," , , 15,8,23"
Pfullingen,Württemberg,500 T,15.8.23,Hochinflation 1923,240.0,III,Burkhardt," , , "
Ravensburg,Württemberg,500 Mrd,25.10.23,Hochinflation 1923,30.0,II-,Stadt," , , , Pap dick rauh, Nr NK"
Ravensburg,Württemberg,10 Bio,25.10.23,Hochinflation 1923,60.0,I-,Stadt," , , , № KN"
Ravensburg,Württemberg,10 Bio,25.10.23,Hochinflation 1923,60.0,II,Stadt," , , , Nr KN 8*"
Ravensburg,Württemberg,10 Mio,15.9.23,Hochinflation 1923,240.0,III,Bezugs- und Absatzgenossenschaft," , , "
Ravensburg,Württemberg,1 Mio,18.8.23,Hochinflation 1923,30.0,II,NoIssuerInfo," , ; 000 feiner"
Ravensburg,Württemberg,1 Mio,18.8.23,Hochinflation 1923,30.0,III,NoIssuerInfo," , ; 000 fett"
Ravensburg,Württemberg,1 Mio,18.8.23,Hochinflation 1923,35.0,I,Amtskörperschaft," , , , 000 feiner"
Reutlingen,Württemberg,100 T,11.8.23,Hochinflation 1923,15.0,I-,Stadt," , , "
Reutlingen,Württemberg,20 Mio,1.10.23,Hochinflation 1923,15.0,I-,Stadt," , , , Reihe I"
Reutlingen,Württemberg,10 Mrd,25.10.23,Hochinflation 1923,45.0,II-,Stadt," , , , G № KN 6*s"
Reutlingen,Württemberg,20 Mrd,15.10.23,Hochinflation 1923,30.0,I-,Stadt," , , , 1 Buchstaben vor KN"
Reutlingen,Württemberg,20 Mrd,15.10.23,Hochinflation 1923,20.0,II,Stadt," , , , 1 Buchstaben vor KN"
Reutlingen,Württemberg,10 Mrd,25.10.23,Hochinflation 1923,40.0,II,Stadt," , , , 1 Buchstaben vor KN"
Reutlingen,Württemberg,10 Mrd,25.10.23,Hochinflation 1923,55.0,III+,Stadt," , , , Doppel-Buchstaben vor KN"
Reutlingen,Württemberg,50 Mrd,27.10.23,Hochinflation 1923,35.0,II,Stadt," , , "
Reutlingen,Württemberg,50 Mrd,27.10.23,Hochinflation 1923,30.0,III+,Stadt," , , "
Reutlingen,Württemberg,5 Mrd,27.10.23,Hochinflation 1923,45.0,I-,Stadt," , , "
Reutlingen,Württemberg,200 T,17.8.23,Hochinflation 1923,240.0,III,Oertel & Spöhrter," , , "
Riedlingen,Württemberg,20 Mrd,28.9.23,Hochinflation 1923,65.0,III,Oberamtssparkasse," , , , Rs. grüner Druck"
Riedlingen,Württemberg,1 Bio,15.11.23,Hochinflation 1923,30.0,I,NoIssuerInfo," , , Udr gelblich, ohne KN u. St"
Riedlingen,Württemberg,10 Mio,29.8.23,Hochinflation 1923,20.0,II-,NoIssuerInfo," , "
Riedlingen,Württemberg,250 Mrd,NoDate,Hochinflation 1923,25.0,I,Gewerbebank," , , Okt. 23"
Riedlingen,Württemberg,1 Bio,15.11.23,Hochinflation 1923,30.0,II-,Gewerbebank," , , , o.Wz.,"
Rottenburg,Württemberg,3 Mio,21.9.23,Hochinflation 1923,280.0,II-,Fouquet & Franz," , , , Datumstpl. 4,5 mm hoch, n.i.K."
Rottweil,Württemberg,100 T,17.8.23,Hochinflation 1923,15.0,I-,Stadt," , , "
Rottweil,Württemberg,500 T,17.8.23,Hochinflation 1923,15.0,I-,Stadt," , , "
Saulgau,Württemberg,5 Bio,20.11.23,Hochinflation 1923,25.0,I-,Oberamtspflege," , , "
Saulgau,Württemberg,5 Mio,21.8.23,Hochinflation 1923,85.0,III,Stadtpflege," , , "
Saulgau,Württemberg,2 Bio,16.11.23,Hochinflation 1923,30.0,III-,Stadtpflege," , , , Wertleiste grün umrahmt"
Saulgau,Württemberg,5 Bio,20.11.23,Hochinflation 1923,30.0,III,Stadtpflege," , , "
Saulgau,Württemberg,10 Mio,18.9.23,Hochinflation 1923,20.0,I-,Stadtpflege," , , "
Saulgau,Württemberg,20 Mio,18.9.23,Hochinflation 1923,15.0,II,Stadtpflege," , , "
Saulgau,Württemberg,5 Mio,18.9.23,Hochinflation 1923,20.0,I-,Stadtpflege," , , "
Saulgau,Württemberg,20 Mio,1.10.23,Hochinflation 1923,20.0,I-,Stadtpflege," , , "
Saulgau,Württemberg,50 Mio,1.10.23,Hochinflation 1923,15.0,I-,Stadtpflege," , , "
Saulgau,Württemberg,5 Mio,1.10.23,Hochinflation 1923,20.0,I-,Stadtpflege," , , "
Saulgau,Württemberg,100 Mio,20.10.23,Hochinflation 1923,20.0,III,Stadtpflege," , , , im roten Strich-Udr Scharten ausgespart"
Saulgau,Württemberg,100 Mio,20.10.23,Hochinflation 1923,35.0,II,Stadtpflege," , , , Udr durchgehend"
Saulgau,Württemberg,1 Bio,13.11.23,Hochinflation 1923,25.0,II,Stadtpflege," , , "
Saulgau,Württemberg,1 Bio,16.11.23,Hochinflation 1923,30.0,I-,Stadtpflege," , , , Wertleiste grün umrahmt"
Saulgau,Württemberg,500 Mrd,16.11.23,Hochinflation 1923,25.0,I-,Stadtpflege," , , , Wertleiste grün"
Saulgau,Württemberg,20 Mio,3.10.23,Hochinflation 1923,30.0,I,Allgem. Ortskrankenkasse," , , "
Saulgau,Württemberg,50 Mio,3.10.23,Hochinflation 1923,30.0,III+,Allgem. Ortskrankenkasse," , , "
Saulgau,Württemberg,50 Mrd,1.11.23,Hochinflation 1923,25.0,I,Allgem. Ortskrankenkasse," , , , ""Rotes Kreuz"""
Saulgau,Württemberg,5 Mio,1.9.23,Hochinflation 1923,65.0,III-,J. Bautz," , , "
Saulgau,Württemberg,100 Mio,10.10.23,Hochinflation 1923,60.0,II,J. Bautz," , , , Lit F"
Saulgau,Württemberg,100 Mio,10.10.23,Hochinflation 1923,45.0,II-,J. Bautz," , , , Lit F"
Saulgau,Württemberg,500 Mio,10.10.23,Hochinflation 1923,65.0,III,J. Bautz," , , "
Saulgau,Württemberg,50 Mio,10.10.23,Hochinflation 1923,35.0,II,J. Bautz," , , "
Saulgau,Württemberg,500 Mio,10.10.23,Hochinflation 1923,60.0,IV,J. Bautz," , , : Fehlstellen am Rand hinterklebt"
Saulgau,Württemberg,5 Mrd,20.10.23,Hochinflation 1923,70.0,II-,J. Bautz," , , "
Saulgau,Württemberg,500 T,24.8.23,Hochinflation 1923,18.0,I-,Gewerbebank," , , "
Saulgau,Württemberg,50 Mio,20.9.23,Hochinflation 1923,20.0,III+,Amtskörperschaft," , , "
Saulgau,Württemberg,50 Mrd,1.11.23,Hochinflation 1923,30.0,II-,Amtskörperschaft," , , , ohne Wz"
Spaichingen,Württemberg,500 T,11.8.23,Hochinflation 1923,75.0,III,Stadtgemeinde," , , , Pap weiß, o.Wz"
Stuttgart,Württemberg,1 Mio,1.8.23,Hochinflation 1923,35.0,I,Stadt," , , , ohne KN"
Stuttgart,Württemberg,50 Mrd,20.10.23,Hochinflation 1923,35.0,I,Stadt," , , , Muster ohne KN"
Stuttgart,Württemberg,5 Mrd,20.10.23,Hochinflation 1923,35.0,I,Stadt," , , , Muster ohne KN"
Stuttgart,Württemberg,5 Mrd,25.10.23,Hochinflation 1923,45.0,I,NoIssuerInfo," , , Muster ohne KN"
Stuttgart,Württemberg,3 Mrd,26.10.23,Hochinflation 1923,25.0,III+,NoIssuerInfo," , , A"
Stuttgart,Württemberg,3 Mrd,26.10.23,Hochinflation 1923,30.0,I-,Daimler-Motoren-Werke," , , , B"
Stuttgart,Württemberg,5 Mrd,2.11.23,Hochinflation 1923,25.0,III,NoIssuerInfo," , ; Serie F"
Stuttgart,Württemberg,10 Mrd,26.10.23,Hochinflation 1923,80.0,II,Lang & Bumiller," , , , HU"
Stuttgart,Württemberg,1 Mrd,26.10.23,Hochinflation 1923,60.0,I,Lang & Bumiller," , , , FUS"
Stuttgart,Württemberg,5 Mrd,26.10.23,Hochinflation 1923,55.0,II+,Lang & Bumiller," , , "
Stuttgart,Württemberg,5 Mrd,26.10.23,Hochinflation 1923,60.0,I-,Lang & Bumiller," , , "
Stuttgart,Württemberg,50 T,30.7.23,Hochinflation 1923,190.0,III,Oberamtssparkasse," , , "
Stuttgart,Württemberg,200 Mio,10.10.23,Hochinflation 1923,150.0,III+,Hüttenwerke," , , "
Stuttgart,Württemberg,20 Mrd,25.10.23,Hochinflation 1923,95.0,II+,Hüttenwerke," , , "
